Date, Hour, Temperature2024-Sep-28,10-10-47,28.0
2024-Sep-28,10-10-49,28.0
2024-Sep-28,10-10-51,28.0
2024-Sep-28,10-10-53,24.0
2024-Sep-28,10-10-56,27.0
2024-Sep-28,10-10-58,22.0
2024-Sep-28,10-11-00,22.0
2024-Sep-28,10-11-02,24.0
2024-Sep-28,10-11-04,29.0
2024-Sep-28,10-11-06,23.0
